video_file,testset_id,model,annotator,physical_plausibility_1_4,description_of_issue,physics_category,action_completed,observability,hidden_property_followed_1_4
018_ai2_alphabot_2_shake_bottle_ep393_hunyuan15.mp4,18,Hunyuan 1.5,Isaiah,4,,,yes,observable,
019_agibot_task410_water_pouring_ep0_hunyuan15.mp4,19,Hunyuan 1.5,Jiqing,3,"The robot does not use the existing teapot; instead, a new teapot suddenly appears.",Causality,yes,observable,
021_aloha_mobile_wash_pan_ep0_hunyuan15.mp4,21,Hunyuan 1.5,Xinyuan,2,the water comes from the tap without being turned on and it idn't go straight down.,"Fluid, Gravity",no,observable,
022_aloha_mobile_wipe_wine_ep0_hunyuan15.mp4,22,Hunyuan 1.5,Som,4,,,yes,observable,
025_humanoid_everyday_fold_towel_ep4838_hunyuan15.mp4,25,Hunyuan 1.5,Aditya,2,The cloth moved before robot grabbed it.,"Contact, Causality",no,observable,
026_humanoid_everyday_fold_towel_ep4839_hunyuan15.mp4,26,Hunyuan 1.5,Isaiah,3,Cloth is stiffer than expected.,Deformation,yes,observable,
027_humanoid_everyday_squeeze_a_ball_ep5118_hunyuan15.mp4,27,Hunyuan 1.5,Jiqing,3,"The robot doesn't use the existing ball, but squeezes a ball suddenly appeared.",Causality,yes,observable,
028_humanoid_everyday_squeeze_a_toy_ep5158_hunyuan15.mp4,28,Hunyuan 1.5,Xinyuan,3,how the sponge bounced back is a bit off,"Friction, Deformation",yes,observable,
029_humanoid_everyday_compress_a_plastic_bag_ep4598_hunyuan15.mp4,29,Hunyuan 1.5,Som,4,,,yes,observable,
030_unitree_g1dex1_fold_towel_ep0_hunyuan15.mp4,30,Hunyuan 1.5,Aditya,1,The cloth folded without applying any force.,"Deformation, Causality",yes,observable,
031_unitree_g1dex1_fold_towel_ep199_hunyuan15.mp4,31,Hunyuan 1.5,Isaiah,3,Minor deformation on right gripper. Cloth seems to loss mass.,Deformation,no,observable,
032_gr00t_gr1_fold_cloth_long_ep0_hunyuan15.mp4,32,Hunyuan 1.5,Jiqing,3,The lifted part of the cloth has slight color and texture change.,"Contact, Causality",yes,observable,
033_gr00t_gr1_fold_cloth_long_ep257_hunyuan15.mp4,33,Hunyuan 1.5,Xinyuan,2,"the cloth texture is off, it is too stiff","Deformation, Gravity, Friction, Contact",yes,observable,
034_gr00t_egodex_crumple_flatten_paper_ep56_hunyuan15.mp4,34,Hunyuan 1.5,Som,1,paper folds on its own,"Causality, Momentum, Contact",no,observable,
035_gr00t_egodex_braid_unbraid_ep63_hunyuan15.mp4,35,Hunyuan 1.5,Aditya,1,New thread pieces appeared out of thin air.,"Causality, Contact",no,observable,
036_agibot_task362_fold_shorts_ep0_hunyuan15.mp4,36,Hunyuan 1.5,Isaiah,2,Shorts are moving with grippers even though they don't seem to be touching.,Contact,no,observable,
039_unitree_g1dex1_zip_up_ep0_hunyuan15.mp4,39,Hunyuan 1.5,Jiqing,3,The zipper changes color after being pulled.,"Contact, Causality",yes,observable,
041_unitree_g1dex3_block_stacking_ep0_hunyuan15.mp4,41,Hunyuan 1.5,Xinyuan,1,cubes floating and changing color,"Causality, Friction",yes,observable,
042_unitree_g1dex3_block_stacking_ep150_hunyuan15.mp4,42,Hunyuan 1.5,Som,1,cube moves on its own in initial frames,"Causality, Momentum, Contact, Friction",yes,observable,
043_unitree_g1dex3_block_stacking_ep300_hunyuan15.mp4,43,Hunyuan 1.5,Aditya,2,The yellow cube disappeared in the beginning.,"Causality, Contact",no,observable,
044_unitree_g1dex1_stack_block_ep0_hunyuan15.mp4,44,Hunyuan 1.5,Isaiah,1,Blocks magically appear into grippers and pass through eachother.,"Collision, Contact, Deformation",yes,observable,
045_unitree_g1dex1_stack_block_ep199_hunyuan15.mp4,45,Hunyuan 1.5,Jiqing,4,,,yes,observable,
046_humanoid_everyday_stack_two_cubes_g1_ep4358_hunyuan15.mp4,46,Hunyuan 1.5,Xinyuan,1,small cube absorbed by the larger one and it is slipping on the table without being touched,"Collision, Friction, Causality",yes,observable,
047_humanoid_everyday_unstack_two_cubes_g1_ep4518_hunyuan15.mp4,47,Hunyuan 1.5,Som,4,,,yes,observable,
048_humanoid_everyday_pick_the_hammer_and_hit_desk_ep8398_hunyuan15.mp4,48,Hunyuan 1.5,Aditya,4,,,yes,observable,
049_humanoid_everyday_pick_the_hammer_and_hit_desk_ep8399_hunyuan15.mp4,49,Hunyuan 1.5,Isaiah,3,Hammer morphs to lose its yellow towel grip.,"Deformation, Contact",yes,observable,
050_humanoid_everyday_push_duck_g1_ep3612_hunyuan15.mp4,50,Hunyuan 1.5,Jiqing,3,The robot’s hand does not make contact with the duck.,"Contact, Momentum",yes,observable,
051_ai2_alphabot_2_clink_glasses_ep0_hunyuan15.mp4,51,Hunyuan 1.5,Xinyuan,2,pick it up by touching it not even grasping,"Contact, Gravity",no,observable,
052_ai2_alphabot_2_clink_glasses_ep392_hunyuan15.mp4,52,Hunyuan 1.5,Som,1,blue cup moves and object inside blue cup disappears,Causality,no,observable,
053_ai2_alphabot_2_stack_cups_ep0_hunyuan15.mp4,53,Hunyuan 1.5,Aditya,3,The third cup is missing and yellow cup appeared out of thin air.,Causality,no,observable,
054_ai2_alphabot_2_stack_blocks_ep0_hunyuan15.mp4,54,Hunyuan 1.5,Isaiah,2,Both grippers pickup the blocks without having proper contact points.,Contact,no,observable,
055_unitree_g1dex1_paper_cup_stacking_ep0_hunyuan15.mp4,55,Hunyuan 1.5,Jiqing,3,The two cups appear to merge into each other rather than being stacked.,Collision,yes,observable,
056_unitree_g1dex1_stack_bowls_ep0_hunyuan15.mp4,56,Hunyuan 1.5,Xinyuan,1,bowl changes color and stacked pose is weird,"Deformation, Gravity",yes,observable,
057_gr00t_gr1_pour_items_into_basket_ep0_hunyuan15.mp4,57,Hunyuan 1.5,Som,1,basker moves on its own,"Causality, Contact, Gravity, Momentum",yes,observable,
058_gr00t_gr1_pour_items_into_basket_ep50_hunyuan15.mp4,58,Hunyuan 1.5,Aditya,2,Picks the glass without grabbing it.,Contact,no,observable,
059_gr00t_gr1_pour_items_into_basket_ep99_hunyuan15.mp4,59,Hunyuan 1.5,Isaiah,3,Right hand is not properly attached to basket.,Contact,no,observable,
060_unitree_g1dex1_pour_medicine_ep0_hunyuan15.mp4,60,Hunyuan 1.5,Jiqing,2,The medicine bottle changes in both size and appearance after being picked up.,Causality,no,observable,
061_unitree_g1dex1_pour_medicine_ep100_hunyuan15.mp4,61,Hunyuan 1.5,Xinyuan,2,bottle changes appearance and flaot without grasping,"Gravity, Deformation",yes,observable,
062_unitree_g1dex1_pour_medicine_ep199_hunyuan15.mp4,62,Hunyuan 1.5,Som,4,,,no,observable,
063_humanoid_everyday_pour_out_some_sunflower_seeds_ep3292_hunyuan15.mp4,63,Hunyuan 1.5,Aditya,4,,,yes,observable,
064_humanoid_everyday_pour_out_some_sunflower_seeds_ep3293_hunyuan15.mp4,64,Hunyuan 1.5,Isaiah,3,Bag is not properly attached to right hand.,Contact,yes,observable,
066_ai2_alphabot_2_pour_mung_beans_ep0_hunyuan15.mp4,66,Hunyuan 1.5,Jiqing,2,Many beans appear on the plate before any are poured onto it.,Causality,yes,observable,
067_ai2_alphabot_2_pour_mung_beans_ep212_hunyuan15.mp4,67,Hunyuan 1.5,Xinyuan,2,cup floating,"Collision, Gravity",yes,observable,
068_dlr_sara_pour_into_mug_ep0_hunyuan15.mp4,68,Hunyuan 1.5,Som,4,,,yes,observable,
070_humanoid_everyday_push_the_tape_towards_the_notebook_ep3720_hunyuan15.mp4,70,Hunyuan 1.5,Aditya,2,The tape came out of dispenser by itself.,"Contact, Causality",no,observable,
071_humanoid_everyday_push_box_screws_left_desk_right_ep3572_hunyuan15.mp4,71,Hunyuan 1.5,Isaiah,3,Left tape dispenser moves without being touched.,Momentum,yes,observable,
072_humanoid_everyday_push_pencil_case_container_ep3680_hunyuan15.mp4,72,Hunyuan 1.5,Jiqing,3,The pencil case is dragged toward the robot instead of being pushed next to the box.,Causality,no,observable,
073_rh20t_cfg1_hit_pool_ball_scene0001_ep2194_hunyuan15.mp4,73,Hunyuan 1.5,Xinyuan,1,ball grow from the hole,"Causality, Gravity",yes,observable,
074_rh20t_cfg1_hit_pool_ball_scene0002_ep2464_hunyuan15.mp4,74,Hunyuan 1.5,Som,1,pool ball appears out of nowhere and cue moves on its own,"Deformation, Causality, Collision, Contact, Friction, Momentum",no,observable,
075_unitree_g1dex1_conveyor_sorting_ep0_hunyuan15.mp4,75,Hunyuan 1.5,Aditya,1,The first bag disappeared from the frame.,"Causality, Contact",no,observable,
076_unitree_g1dex1_conveyor_sorting_ep1048_hunyuan15.mp4,76,Hunyuan 1.5,Isaiah,2,Green bottle completely disappears at the end of the conveyor belt.,Causality,no,observable,
077_humanoid_everyday_use_soft_sponge_wipe_dry_surface_ep8634_hunyuan15.mp4,77,Hunyuan 1.5,Jiqing,3,Liquid appears when the robot wipes the dry surface.,"Causality, Fluid",yes,observable,
078_humanoid_everyday_wipe_a_table_with_an_eraser_ep8914_hunyuan15.mp4,78,Hunyuan 1.5,Xinyuan,1,eraser moving without being touched and tapes become fluid,"Contact, Deformation",yes,observable,
079_humanoid_everyday_clean_the_window_ep7001_hunyuan15.mp4,79,Hunyuan 1.5,Som,1,robot hand has no grip on duster,Contact,yes,observable,
080_unitree_g1dex1_erase_board_ep0_hunyuan15.mp4,80,Hunyuan 1.5,Aditya,2,The pen appear in the robot hand from thin air.,"Causality, Contact",no,observable,
081_unitree_g1dex1_erase_board_ep199_hunyuan15.mp4,81,Hunyuan 1.5,Isaiah,2,Wiping the eraser on the board adds ink marks instead of removing them.,Causality,yes,observable,
082_galbot_g1_clear_table_residue_1_ep0_hunyuan15.mp4,82,Hunyuan 1.5,Jiqing,2,"The robot is supposed to use the towel to wipe the shrimp into the bowl, but instead uses it like a scoop to carry them. The appearance of both the shrimp and the towel also changes during the action.","Causality, Deformation",no,observable,
083_galbot_g1_wipe_mirror_ep0_hunyuan15.mp4,83,Hunyuan 1.5,Xinyuan,2,towel grow from the hand,"Causality, Deformation",yes,observable,
084_agibot_task421_wipe_stain_ep0_hunyuan15.mp4,84,Hunyuan 1.5,Som,2,cloth has no attachment to gripper,Contact,no,observable,
085_agibot_task421_wipe_stain_ep950_hunyuan15.mp4,85,Hunyuan 1.5,Aditya,2,The stain appears after the cloth wiped itself.,"Fluid, Contact, Causality",yes,observable,
086_aloha_static_ziploc_slide_ep0_hunyuan15.mp4,86,Hunyuan 1.5,Isaiah,3,Bag gains a green stripe throughout the video.,Deformation,no,observable,
087_unitree_g1dex3_toasted_bread_ep0_hunyuan15.mp4,87,Hunyuan 1.5,Jiqing,1,"An opening suddenly appears in the body of the toaster, allowing the bread to be inserted. The bread is also picked up in an unnatural manner.","Contact, Deformation, Causality",yes,observable,
088_unitree_g1dex3_toasted_bread_ep208_hunyuan15.mp4,88,Hunyuan 1.5,Xinyuan,2,"the way the toast popped up is wrong, red light from no where","Gravity, Momentum",no,observable,
089_unitree_g1dex3_toasted_bread_ep417_hunyuan15.mp4,89,Hunyuan 1.5,Som,4,,,yes,observable,
091_unitree_z1_dual_pour_coffee_ep330_hunyuan15.mp4,91,Hunyuan 1.5,Aditya,1,The robot places the capsule without opening the lid and the capsule was not properly held.,"Contact, Causality",no,observable,
093_humanoid_everyday_press_start_boiling_button_ep8078_hunyuan15.mp4,93,Hunyuan 1.5,Isaiah,4,,,yes,observable,
094_humanoid_everyday_pick_up_kettle_place_base_turn_ep7022_hunyuan15.mp4,94,Hunyuan 1.5,Jiqing,3,The electric kettle is initially resting on its base; the base moves with it when the kettle is lifted. The robot also fails to turn on the kettle.,Contact,no,observable,
095_galbot_g1_scrub_toilet_ep0_hunyuan15.mp4,95,Hunyuan 1.5,Xinyuan,2,hand deformed,Deformation,no,observable,
096_galbot_g1_scrub_toilet_ep186_hunyuan15.mp4,96,Hunyuan 1.5,Som,1,some object at the toilet seat disappears,Causality,no,observable,
097_aloha_mobile_shrimp_ep0_hunyuan15.mp4,97,Hunyuan 1.5,Aditya,3,The shrimps were already present in the robot's hand.,Causality,yes,observable,
098_aloha_static_coffee_ep0_hunyuan15.mp4,98,Hunyuan 1.5,Isaiah,4,,,no,observable,
007_unitree_g1dex1_wipe_table_ep0_magi45bd.mp4,7,MAGI 4.5B distill,Isaiah,1,Cloth moves on table without being touched- then disappears.,"Contact, Causality",no,observable,
008_unitree_g1dex1_wipe_table_ep100_magi45bd.mp4,8,MAGI 4.5B distill,Jiqing,2,More cloths appear in the robot's hand without any visible source or prior interaction.,"Causality, Deformation",no,observable,
009_unitree_g1dex1_wipe_table_ep199_magi45bd.mp4,9,MAGI 4.5B distill,Xinyuan,1,the cloth was floating and seems to be pulled toward the hand,"Contact, Deformation",no,observable,
010_unitree_g1dex1_syringe_water_transfer_ep0_magi45bd.mp4,10,MAGI 4.5B distill,Som,4,,,no,observable,
011_unitree_g1dex1_syringe_water_transfer_ep516_magi45bd.mp4,11,MAGI 4.5B distill,Aditya,4,,,no,observable,
012_unitree_g1dex1_syringe_water_transfer_ep1033_magi45bd.mp4,12,MAGI 4.5B distill,Isaiah,2,Grippers morph into different shapes.,Deformation,no,observable,
014_unitree_g1edu_u3_pour_drink_ep648_magi45bd.mp4,14,MAGI 4.5B distill,Jiqing,3,The robot doesn't do much movement.,Causality,no,observable,
015_unitree_g1edu_u3_pour_drink_ep1297_magi45bd.mp4,15,MAGI 4.5B distill,Xinyuan,4,,,no,observable,
016_ai2_alphabot_2_pour_water_ep0_magi45bd.mp4,16,MAGI 4.5B distill,Som,4,,,no,observable,
017_ai2_alphabot_2_shake_bottle_ep0_magi45bd.mp4,17,MAGI 4.5B distill,Aditya,4,,,no,observable,
018_ai2_alphabot_2_shake_bottle_ep393_magi45bd.mp4,18,MAGI 4.5B distill,Isaiah,3,Flask moves without being touched.,Causality,no,observable,
019_agibot_task410_water_pouring_ep0_magi45bd.mp4,19,MAGI 4.5B distill,Jiqing,2,The robot doesn't do much movement. The kattle and cups floated a little bit by themselves.,"Causality, Momentum",no,observable,
021_aloha_mobile_wash_pan_ep0_magi45bd.mp4,21,MAGI 4.5B distill,Xinyuan,1,water doesn't look like directly form the tap and was running without being turned on.,"Fluid, Causality",no,observable,
022_aloha_mobile_wipe_wine_ep0_magi45bd.mp4,22,MAGI 4.5B distill,Som,4,,,no,observable,
025_humanoid_everyday_fold_towel_ep4838_magi45bd.mp4,25,MAGI 4.5B distill,Aditya,4,,,no,observable,
026_humanoid_everyday_fold_towel_ep4839_magi45bd.mp4,26,MAGI 4.5B distill,Isaiah,3,Towel flickers unrealistically.,Deformation,no,observable,
027_humanoid_everyday_squeeze_a_ball_ep5118_magi45bd.mp4,27,MAGI 4.5B distill,Jiqing,4,,,no,observable,
028_humanoid_everyday_squeeze_a_toy_ep5158_magi45bd.mp4,28,MAGI 4.5B distill,Xinyuan,3,the toy's deformation looks off,Deformation,yes,observable,
029_humanoid_everyday_compress_a_plastic_bag_ep4598_magi45bd.mp4,29,MAGI 4.5B distill,Som,4,,,no,observable,
030_unitree_g1dex1_fold_towel_ep0_magi45bd.mp4,30,MAGI 4.5B distill,Aditya,3,"The gripper is not consistent across frames, but since the arm is not moving there is no physics violation.",Causality,no,observable,
031_unitree_g1dex1_fold_towel_ep199_magi45bd.mp4,31,MAGI 4.5B distill,Isaiah,2,Grippers deform into unrealistic shapes.,"Contact, Deformation",no,observable,
032_gr00t_gr1_fold_cloth_long_ep0_magi45bd.mp4,32,MAGI 4.5B distill,Jiqing,4,,,no,observable,
033_gr00t_gr1_fold_cloth_long_ep257_magi45bd.mp4,33,MAGI 4.5B distill,Xinyuan,4,,,no,observable,
034_gr00t_egodex_crumple_flatten_paper_ep56_magi45bd.mp4,34,MAGI 4.5B distill,Som,4,,,no,observable,
035_gr00t_egodex_braid_unbraid_ep63_magi45bd.mp4,35,MAGI 4.5B distill,Aditya,4,,,no,observable,
036_agibot_task362_fold_shorts_ep0_magi45bd.mp4,36,MAGI 4.5B distill,Isaiah,4,,,no,observable,
039_unitree_g1dex1_zip_up_ep0_magi45bd.mp4,39,MAGI 4.5B distill,Jiqing,4,,,no,observable,
041_unitree_g1dex3_block_stacking_ep0_magi45bd.mp4,41,MAGI 4.5B distill,Xinyuan,1,yellow block suddenly appeared and blocks moving without being touched,"Contact, Gravity, Friction, Causality",no,observable,
042_unitree_g1dex3_block_stacking_ep150_magi45bd.mp4,42,MAGI 4.5B distill,Som,1,cubes goes through the robot hand,"Causality, Deformation, Contact",no,observable,
043_unitree_g1dex3_block_stacking_ep300_magi45bd.mp4,43,MAGI 4.5B distill,Aditya,4,,,no,observable,
044_unitree_g1dex1_stack_block_ep0_magi45bd.mp4,44,MAGI 4.5B distill,Isaiah,4,,,no,observable,
045_unitree_g1dex1_stack_block_ep199_magi45bd.mp4,45,MAGI 4.5B distill,Jiqing,4,,,no,observable,
046_humanoid_everyday_stack_two_cubes_g1_ep4358_magi45bd.mp4,46,MAGI 4.5B distill,Xinyuan,3,the cube at the bottom deformed too much,"Deformation, Momentum",yes,observable,
047_humanoid_everyday_unstack_two_cubes_g1_ep4518_magi45bd.mp4,47,MAGI 4.5B distill,Som,1,fingers move across positions,"Causality, Deformation",no,observable,
048_humanoid_everyday_pick_the_hammer_and_hit_desk_ep8398_magi45bd.mp4,48,MAGI 4.5B distill,Aditya,3,Some glitch in frames across arms.,Causality,no,observable,
049_humanoid_everyday_pick_the_hammer_and_hit_desk_ep8399_magi45bd.mp4,49,MAGI 4.5B distill,Isaiah,2,Hands deform and flip. Hammer begins to move by itself.,"Deformation, Momentum, Causality",no,observable,
050_humanoid_everyday_push_duck_g1_ep3612_magi45bd.mp4,50,MAGI 4.5B distill,Jiqing,4,,,no,observable,
051_ai2_alphabot_2_clink_glasses_ep0_magi45bd.mp4,51,MAGI 4.5B distill,Xinyuan,4,,,no,observable,
052_ai2_alphabot_2_clink_glasses_ep392_magi45bd.mp4,52,MAGI 4.5B distill,Som,1,cup flying on ist own no contact,"Contact, Gravity",no,observable,
053_ai2_alphabot_2_stack_cups_ep0_magi45bd.mp4,53,MAGI 4.5B distill,Aditya,4,,,no,observable,
054_ai2_alphabot_2_stack_blocks_ep0_magi45bd.mp4,54,MAGI 4.5B distill,Isaiah,3,Gripper does not grab block while it move.,Contact,no,observable,
055_unitree_g1dex1_paper_cup_stacking_ep0_magi45bd.mp4,55,MAGI 4.5B distill,Jiqing,4,,,no,observable,
056_unitree_g1dex1_stack_bowls_ep0_magi45bd.mp4,56,MAGI 4.5B distill,Xinyuan,4,,,no,observable,
057_gr00t_gr1_pour_items_into_basket_ep0_magi45bd.mp4,57,MAGI 4.5B distill,Som,1,cup moving on its own,"Contact, Momentum, Gravity",no,observable,
058_gr00t_gr1_pour_items_into_basket_ep50_magi45bd.mp4,58,MAGI 4.5B distill,Aditya,1,The basket moved by itself.,"Contact, Causality",no,observable,
059_gr00t_gr1_pour_items_into_basket_ep99_magi45bd.mp4,59,MAGI 4.5B distill,Isaiah,2,Hands raise and start deforming.,Deformation,no,observable,
060_unitree_g1dex1_pour_medicine_ep0_magi45bd.mp4,60,MAGI 4.5B distill,Jiqing,4,,,no,observable,
061_unitree_g1dex1_pour_medicine_ep100_magi45bd.mp4,61,MAGI 4.5B distill,Xinyuan,1,left hand passed through the bottle and right hand's cable passed through the container,"Contact, Collision",no,observable,
062_unitree_g1dex1_pour_medicine_ep199_magi45bd.mp4,62,MAGI 4.5B distill,Som,4,,,no,observable,
063_humanoid_everyday_pour_out_some_sunflower_seeds_ep3292_magi45bd.mp4,63,MAGI 4.5B distill,Aditya,4,,,no,observable,
064_humanoid_everyday_pour_out_some_sunflower_seeds_ep3293_magi45bd.mp4,64,MAGI 4.5B distill,Isaiah,1,Fingers morph and deform into smeary shapes. Pellet-like objects come onto the plate out of nowhere.,"Deformation, Causality",no,observable,
066_ai2_alphabot_2_pour_mung_beans_ep0_magi45bd.mp4,66,MAGI 4.5B distill,Jiqing,4,,,no,observable,
067_ai2_alphabot_2_pour_mung_beans_ep212_magi45bd.mp4,67,MAGI 4.5B distill,Xinyuan,2,cup deformed,"Deformation, Causality, Gravity",no,observable,
068_dlr_sara_pour_into_mug_ep0_magi45bd.mp4,68,MAGI 4.5B distill,Som,1,water movement not stable in the cub,"Deformation, Fluid",no,observable,
070_humanoid_everyday_push_the_tape_towards_the_notebook_ep3720_magi45bd.mp4,70,MAGI 4.5B distill,Aditya,4,,,no,observable,
071_humanoid_everyday_push_box_screws_left_desk_right_ep3572_magi45bd.mp4,71,MAGI 4.5B distill,Isaiah,4,,,no,observable,
072_humanoid_everyday_push_pencil_case_container_ep3680_magi45bd.mp4,72,MAGI 4.5B distill,Jiqing,4,,,no,observable,
073_rh20t_cfg1_hit_pool_ball_scene0001_ep2194_magi45bd.mp4,73,MAGI 4.5B distill,Xinyuan,4,,,no,observable,
074_rh20t_cfg1_hit_pool_ball_scene0002_ep2464_magi45bd.mp4,74,MAGI 4.5B distill,Som,2,frames has random object appearings,Causality,no,observable,
075_unitree_g1dex1_conveyor_sorting_ep0_magi45bd.mp4,75,MAGI 4.5B distill,Aditya,2,The shelf moved by itself.,"Contact, Causality",no,observable,
076_unitree_g1dex1_conveyor_sorting_ep1048_magi45bd.mp4,76,MAGI 4.5B distill,Isaiah,1,Grippers morph into each other and visually break apart.,Deformation,no,observable,
077_humanoid_everyday_use_soft_sponge_wipe_dry_surface_ep8634_magi45bd.mp4,77,MAGI 4.5B distill,Jiqing,4,,,no,observable,
078_humanoid_everyday_wipe_a_table_with_an_eraser_ep8914_magi45bd.mp4,78,MAGI 4.5B distill,Xinyuan,4,,,no,observable,
079_humanoid_everyday_clean_the_window_ep7001_magi45bd.mp4,79,MAGI 4.5B distill,Som,2,no grip to the duster,Contact,no,observable,
080_unitree_g1dex1_erase_board_ep0_magi45bd.mp4,80,MAGI 4.5B distill,Aditya,4,,,no,observable,
081_unitree_g1dex1_erase_board_ep199_magi45bd.mp4,81,MAGI 4.5B distill,Isaiah,4,,,no,observable,
082_galbot_g1_clear_table_residue_1_ep0_magi45bd.mp4,82,MAGI 4.5B distill,Jiqing,4,,,no,observable,
083_galbot_g1_wipe_mirror_ep0_magi45bd.mp4,83,MAGI 4.5B distill,Xinyuan,4,,,no,observable,
084_agibot_task421_wipe_stain_ep0_magi45bd.mp4,84,MAGI 4.5B distill,Som,1,somthing apears in robot hand out of nowhere,Causality,no,observable,
085_agibot_task421_wipe_stain_ep950_magi45bd.mp4,85,MAGI 4.5B distill,Aditya,4,,,no,observable,
086_aloha_static_ziploc_slide_ep0_magi45bd.mp4,86,MAGI 4.5B distill,Isaiah,3,Grippers grow smaller grippers that extend from both ends- then retract back.,Deformation,no,observable,
087_unitree_g1dex3_toasted_bread_ep0_magi45bd.mp4,87,MAGI 4.5B distill,Jiqing,4,,,no,observable,
088_unitree_g1dex3_toasted_bread_ep208_magi45bd.mp4,88,MAGI 4.5B distill,Xinyuan,4,,,no,observable,
089_unitree_g1dex3_toasted_bread_ep417_magi45bd.mp4,89,MAGI 4.5B distill,Som,4,,,no,observable,
091_unitree_z1_dual_pour_coffee_ep330_magi45bd.mp4,91,MAGI 4.5B distill,Aditya,2,The left gripper passed through the table.,"Collision, Contact",no,observable,
093_humanoid_everyday_press_start_boiling_button_ep8078_magi45bd.mp4,93,MAGI 4.5B distill,Isaiah,3,Hand flickers then returns to original shape.,Deformation,no,observable,
094_humanoid_everyday_pick_up_kettle_place_base_turn_ep7022_magi45bd.mp4,94,MAGI 4.5B distill,Jiqing,4,,,no,observable,
095_galbot_g1_scrub_toilet_ep0_magi45bd.mp4,95,MAGI 4.5B distill,Xinyuan,4,,,no,observable,
096_galbot_g1_scrub_toilet_ep186_magi45bd.mp4,96,MAGI 4.5B distill,Som,4,,,no,observable,
097_aloha_mobile_shrimp_ep0_magi45bd.mp4,97,MAGI 4.5B distill,Aditya,1,Shrimp appeared out of no where.,Causality,no,observable,
098_aloha_static_coffee_ep0_magi45bd.mp4,98,MAGI 4.5B distill,Isaiah,2,Capsule duplicates with no reason.,Causality,no,observable,
007_unobs_wan22.mp4,7,Wan2.2,Isaiah,3,Liquid disappears after arm passes over desk.,Causality,no,unobservable,1
009_unobs_wan22.mp4,9,Wan2.2,Jiqing,1,The robot hand doesn't grab the cloth at all.,"Contact, Causality",no,unobservable,1
010_unobs_wan22.mp4,10,Wan2.2,Xinyuan,2,the liquid changed color for no reason and syringe deformed after pickup,"Causality, Deformation",no,unobservable,3
011_unobs_wan22.mp4,11,Wan2.2,Som,2,towards the end gripper looks like liquid came out of it,"Causality, Fluid",no,unobservable,1
012_unobs_wan22.mp4,12,Wan2.2,Aditya,2,The syringe appears in the robot hand in between the video.,"Contact, Causality, Fluid",no,unobservable,1
016_unobs_wan22.mp4,16,Wan2.2,Isaiah,1,Right arm floats with no support.,"Contact, Gravity",yes,unobservable,3
019_unobs_wan22.mp4,19,Wan2.2,Jiqing,4,,,yes,unobservable,1
022_unobs_wan22.mp4,22,Wan2.2,Xinyuan,1,the cloth is moving on its own without being touched on the left,"Contact, Gravity, Causality",yes,unobservable,2
025_unobs_wan22.mp4,25,Wan2.2,Som,3,slight shift in cloth without force,"Momentum, Contact, Causality",yes,unobservable,4
027_unobs_wan22.mp4,27,Wan2.2,Aditya,1,A new liquid appears in the robot hand from thin air.,"Causality, Fluid",no,unobservable,1
028_unobs_wan22.mp4,28,Wan2.2,Isaiah,1,Grippers drastically grow in size.,Deformation,no,unobservable,1
029_unobs_wan22.mp4,29,Wan2.2,Jiqing,3,One corner of the plastic bag moves slightly before being touched.,Momentum,yes,unobservable,4
030_unobs_wan22.mp4,30,Wan2.2,Xinyuan,2,the cloth is not stiff and deformed,"Deformation, Friction",no,unobservable,1
032_unobs_wan22.mp4,32,Wan2.2,Som,1,cloth length changed,"Deformation, Causality",yes,unobservable,1
034_unobs_wan22.mp4,34,Wan2.2,Aditya,1,The thin paper is converted into a chart paper in the video.,"Causality, Deformation",no,unobservable,1
050_unobs_wan22.mp4,50,Wan2.2,Isaiah,1,Right gripper slowly morphs into a round core shape.,Deformation,yes,unobservable,1
060_unobs_wan22.mp4,60,Wan2.2,Jiqing,1,"The cup rises on its own without being grasped, remains upright, and the water flows from the robot’s hand instead of being poured from the cup.","Momentum, Causality",yes,unobservable,2
062_unobs_wan22.mp4,62,Wan2.2,Xinyuan,1,"didn't pick up the bottle but had liquid pouring from the hand, box is leaking","Causality, Collision, Deformation",no,unobservable,3
063_unobs_wan22.mp4,63,Wan2.2,Som,1,bag flew to gripper,"Contact, Gravity, Momentum",no,unobservable,1
066_unobs_wan22.mp4,66,Wan2.2,Aditya,1,Liquid appears in the cup from thin air.,"Fluid, Causality",no,unobservable,1
068_unobs_wan22.mp4,68,Wan2.2,Isaiah,1,New arm appears out of nowhere.,"Causality, Deformation",yes,unobservable,2
070_unobs_wan22.mp4,70,Wan2.2,Jiqing,1,"The tape offers no resistance, and the robot’s hand passes through it.",Contact,yes,unobservable,4
071_unobs_wan22.mp4,71,Wan2.2,Xinyuan,1,tape and box moved on their own,"Contact, Gravity, Friction",no,unobservable,1
073_unobs_wan22.mp4,73,Wan2.2,Som,1,cue moves on its own,"Causality, Collision, Contact",no,unobservable,1
074_unobs_wan22.mp4,74,Wan2.2,Aditya,1,The pool cue is gets erased in between the video.,"Causality, Contact",no,unobservable,1
077_unobs_wan22.mp4,77,Wan2.2,Isaiah,1,"New sponge appears out of nowhere, and","Causality, Deformation, Contact",yes,unobservable,4
078_unobs_wan22.mp4,78,Wan2.2,Jiqing,1,"The robot's hand turns into a mop, there's no touch with the eraser at all.",Causality,no,unobservable,1
